               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.030057,           0.0058723,                   0,             0.47462,             0.34615,             0.30205,            0.093247,            0.066609,            0.014114,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.026736,           0.0053616,                   0,             0.62382,             0.25531,             0.28798,            0.088583,            0.065986,            0.014523,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.030209,           0.0055193,                   0,             0.48306,             0.28755,             0.20843,            0.059056,            0.065699,            0.015438,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.028695,           0.0054713,                   0,             0.37655,             0.26923,             0.18324,             0.06325,            0.066145,            0.015282,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.027533,           0.0055848,                   0,             0.38898,             0.30769,             0.20414,            0.071138,            0.065422,            0.015259,                   0,            0.007063,            0.007063,            0.007063
                  91,             0.03059,           0.0054535,                   0,             0.40588,             0.44231,             0.32035,            0.094188,             0.06411,            0.014544,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.029513,           0.0052397,                   0,             0.49004,             0.40385,             0.34677,            0.096129,            0.062812,            0.014183,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.028594,           0.0055715,                   0,             0.48386,             0.44231,             0.34409,            0.095675,            0.063832,             0.01409,                   0,            0.006964,            0.006964,            0.006964
                  94,             0.02932,            0.005354,                   0,             0.36641,             0.42308,             0.28833,            0.097146,            0.064701,            0.014404,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.026645,           0.0054518,                   0,             0.49275,             0.31772,             0.27337,            0.085625,            0.065468,            0.014694,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.027004,           0.0049821,                   0,             0.45774,             0.34615,             0.24811,            0.079481,            0.066452,            0.014519,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.026834,           0.0051092,                   0,             0.40281,             0.34615,             0.20991,            0.072671,            0.067921,             0.01413,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.025248,            0.005415,                   0,             0.38833,             0.32692,             0.21363,            0.072052,            0.067021,            0.014446,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.027955,            0.005039,                   0,             0.40562,             0.32692,             0.23998,            0.081405,            0.064417,            0.014759,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.027907,           0.0051347,                   0,             0.47814,             0.30769,              0.2503,            0.082128,            0.064578,            0.014828,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.028868,           0.0052405,                   0,             0.46714,             0.38462,             0.30202,             0.10324,            0.062038,            0.015205,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.024681,           0.0051816,                   0,             0.41019,             0.40385,             0.28088,             0.10266,            0.063338,             0.01614,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.023765,           0.0049123,                   0,             0.39184,             0.32692,              0.2648,             0.10703,            0.062779,            0.016701,                   0,            0.006634,            0.006634,            0.006634
                 104,             0.02363,           0.0049511,                   0,              0.3625,             0.28846,             0.27316,             0.10389,            0.064418,            0.016857,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.025166,           0.0046837,                   0,              0.6635,             0.23077,             0.27806,             0.11063,            0.064139,             0.01712,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.026033,            0.004758,                   0,             0.60012,             0.23077,             0.26525,             0.10208,            0.066286,            0.017006,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.027117,           0.0051289,                   0,             0.45812,             0.28846,             0.26786,             0.11181,            0.065169,            0.017056,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.022257,           0.0048577,                   0,             0.82754,             0.21154,             0.28164,             0.11871,             0.06389,            0.016861,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.024866,           0.0046572,                   0,              0.8247,             0.23077,             0.29688,             0.12646,            0.064285,            0.017193,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.025313,           0.0049255,                   0,              0.4455,             0.30769,             0.30358,             0.11692,            0.062685,            0.017857,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.023228,           0.0048553,                   0,             0.53766,             0.30769,             0.30539,             0.11969,            0.062514,            0.017853,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.023907,           0.0047066,                   0,             0.58091,             0.26923,             0.30382,             0.11505,            0.061988,            0.016968,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.025078,           0.0047109,                   0,             0.65287,                0.25,             0.29281,               0.117,            0.062185,            0.017246,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.022347,           0.0044604,                   0,             0.71969,             0.24702,             0.29608,             0.12069,            0.061967,            0.017433,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.021929,           0.0045762,                   0,             0.65431,             0.26923,             0.32647,             0.12427,            0.062432,            0.017719,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.021947,           0.0042969,                   0,             0.56485,             0.28846,             0.33339,              0.1374,            0.060738,             0.01778,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.023903,           0.0044595,                   0,             0.66019,             0.26923,             0.33188,             0.13311,            0.062768,            0.017498,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.024371,           0.0042211,                   0,             0.63052,             0.22978,             0.29017,             0.10913,            0.064857,            0.017727,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.023954,           0.0047179,                   0,             0.69387,             0.23077,             0.28394,             0.12305,             0.06518,            0.017967,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.023336,           0.0045824,                   0,             0.73058,             0.23077,             0.27861,             0.11617,            0.063841,            0.017349,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.022783,           0.0044738,                   0,             0.74133,                0.25,             0.32235,             0.12928,            0.063374,            0.017223,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.022404,           0.0045782,                   0,             0.63417,                0.25,             0.29709,             0.11729,            0.063327,             0.01783,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.024774,           0.0045843,                   0,             0.49705,             0.32318,             0.26435,             0.10397,             0.06491,            0.017906,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.021433,           0.0042508,                   0,             0.42037,             0.28846,              0.2518,            0.092092,            0.066453,            0.017811,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.022138,           0.0041886,                   0,              0.4141,             0.26923,             0.24219,            0.091577,            0.067041,            0.018154,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.020744,           0.0044479,                   0,             0.39922,                0.25,             0.24352,             0.10027,            0.066864,            0.018223,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.022498,           0.0040955,                   0,             0.38405,                0.25,             0.27754,              0.1141,             0.06494,            0.018192,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.023672,           0.0048232,                   0,               0.387,             0.26923,             0.27785,             0.11388,            0.063952,             0.01815,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.020894,           0.0043232,                   0,             0.40828,             0.28846,             0.27499,             0.11194,            0.064223,            0.017639,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.022841,           0.0044801,                   0,             0.41609,             0.26923,             0.26673,             0.10798,            0.063942,            0.017879,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.022428,           0.0044216,                   0,             0.45448,             0.30769,             0.26421,             0.11352,            0.064795,            0.018181,                   0,             0.00571,             0.00571,             0.00571
                 132,             0.02232,           0.0045656,                   0,             0.46924,              0.2721,             0.23439,            0.089587,            0.064891,            0.018574,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.020094,           0.0039911,                   0,             0.46014,             0.29517,             0.22883,            0.093732,            0.064924,            0.019123,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.020406,           0.0041788,                   0,             0.48203,             0.23077,             0.22156,            0.091005,            0.065908,            0.019489,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.019906,           0.0041543,                   0,             0.40152,             0.21949,              0.2247,            0.088689,            0.064841,            0.019333,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.022373,           0.0039616,                   0,             0.52822,             0.23077,               0.235,             0.08895,            0.064562,            0.019684,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.020109,            0.004288,                   0,              0.5694,             0.26923,             0.25275,            0.078771,            0.065274,            0.019058,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.022002,           0.0045169,                   0,             0.57832,             0.32692,             0.30779,            0.091447,            0.063921,            0.018768,                   0,            0.005479,            0.005479,            0.005479
                 139,             0.02188,            0.004121,                   0,             0.50552,             0.31469,              0.2963,            0.088432,            0.064126,            0.018063,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.021805,           0.0043114,                   0,              0.4551,             0.30769,             0.28212,            0.098184,            0.063416,            0.017426,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.020211,           0.0040694,                   0,             0.58183,             0.26923,             0.27803,            0.094822,            0.063331,            0.017406,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.019688,           0.0041472,                   0,             0.55683,             0.30769,             0.30391,             0.10885,            0.062795,            0.017876,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.020415,           0.0041218,                   0,               0.582,             0.26923,              0.2853,             0.10068,            0.063395,            0.018143,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.020197,           0.0039748,                   0,             0.58597,             0.26923,             0.27737,            0.084488,            0.064823,            0.018261,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.021397,           0.0041973,                   0,             0.40234,             0.25906,             0.24321,            0.073239,            0.066383,             0.01812,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.020678,           0.0038524,                   0,              0.4996,             0.28846,             0.23891,            0.077423,            0.067119,             0.01807,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.018389,           0.0042043,                   0,             0.50281,             0.26923,             0.23518,             0.08074,            0.065427,            0.017181,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.021479,           0.0038699,                   0,             0.45643,             0.30769,             0.24897,            0.077899,            0.065539,            0.017147,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.019754,           0.0040491,                   0,              0.4166,             0.28838,             0.26012,            0.076167,            0.064954,            0.017387,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.019777,           0.0040335,                   0,             0.39038,             0.30787,             0.25833,             0.08103,            0.064868,            0.017345,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.020855,           0.0040298,                   0,             0.38511,             0.32692,             0.25822,            0.084603,            0.064445,            0.017445,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.020318,           0.0038972,                   0,              0.4233,             0.32471,             0.25533,            0.086639,            0.064639,            0.017895,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.019234,           0.0040746,                   0,             0.41009,                0.25,             0.23728,            0.075093,            0.065828,            0.017963,                   0,            0.004984,            0.004984,            0.004984
